Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,
773,25.766667,0.471866,-0.001913,0.046195,,,,,,,,,,,,,,
774,25.8,0.471877,-0.001921,0.046192,,,,,,,,,,,,,,
775,25.833333,0.471912,-0.001893,0.046015,,,,,,,,,,,,,,
776,25.866667,0.471883,-0.001894,0.046056,,,,,,,,,,,,,,
777,25.9,0.471906,-0.001935,0.046089,,,,,,,,,,,,,,
778,25.933333,0.471921,-0.001902,0.045973,,,,,,,,,,,,,,
779,25.966667,0.471924,-0.001874,0.045932,,,,,,,,,,,,,,
780,26,0.471937,-0.001923,0.045972,,,,,,,,,,,,,,
781,26.033333,0.471936,-0.001888,0.045906,,,,,,,,,,,,,,
782,26.066667,0.471947,-0.001894,0.045845,,,,,,,,,,,,,,
783,26.1,0.471953,-0.001905,0.045865,,,,,,,,,,,,,,
784,26.133333,0.471951,-0.0019,0.045839,,,,,,,,,,,,,,
785,26.166667,0.471961,-0.001913,0.04578,,,,,,,,,,,,,,
786,26.2,0.471963,-0.001912,0.045788,,,,,,,,,,,,,,
787,26.233333,0.471968,-0.001921,0.045779,,,,,,,,,,,,,,
788,26.266667,0.471974,-0.001921,0.045731,,,,,,,,,,,,,,
789,26.3,0.471977,-0.001923,0.045726,,,,,,,,,,,,,,
790,26.333333,0.47198,-0.001931,0.045725,,,,,,,,,,,,,,
791,26.366667,0.471987,-0.001913,0.045682,,,,,,,,,,,,,,
792,26.4,0.471988,-0.001914,0.045667,,,,,,,,,,,,,,
793,26.433333,0.471995,-0.001918,0.045667,,,,,,,,,,,,,,
794,26.466667,0.471997,-0.001917,0.045646,,,,,,,,,,,,,,
795,26.5,0.471999,-0.001917,0.045627,,,,,,,,,,,,,,
796,26.533333,0.472004,-0.001921,0.045626,,,,,,,,,,,,,,
797,26.566667,0.472005,-0.001927,0.045612,,,,,,,,,,,,,,
798,26.6,0.472023,-0.001943,0.04555,,,,,,,,,,,,,,
799,26.633333,0.472052,-0.002003,0.045396,,,,,,,,,,,,,,
800,26.666667,0.472165,-0.002167,0.044901,,,,,,,,,,,,,,
801,26.7,0.472304,-0.002382,0.044021,,,,,,,,,,,,,,
802,26.733333,0.472464,-0.002501,0.043084,,,,,,,,,,,,,,
803,26.766667,0.472719,-0.00284,0.042232,,,,,,,,,,,,,,
804,26.8,0.472795,-0.00307,0.041527,,,,,,,,,,,,,,
805,26.833333,0.472854,-0.003247,0.041198,,,,,,,,,,,,,,
806,26.866667,0.472842,-0.003279,0.041228,,,,,,,,,,,,,,
807,26.9,0.472843,-0.003284,0.041066,,,,,,,,,,,,,,
808,26.933333,0.472832,-0.003366,0.040736,,,,,,,,,,,,,,
809,26.966667,0.472809,-0.003364,0.040547,,,,,,,,,,,,,,
810,27,0.472806,-0.00336,0.04057,,,,,,,,,,,,,,
811,27.033333,0.472807,-0.003346,0.040651,,,,,,,,,,,,,,
812,27.066667,0.47281,-0.003349,0.040622,,,,,,,,,,,,,,
813,27.1,0.472813,-0.003348,0.040582,,,,,,,,,,,,,,
814,27.133333,0.472813,-0.003336,0.040665,,,,,,,,,,,,,,
815,27.166667,0.472809,-0.003323,0.040847,,,,,,,,,,,,,,
816,27.2,0.472797,-0.003307,0.041252,,,,,,,,,,,,,,
817,27.233333,0.472818,-0.003316,0.041965,,,,,,,,,,,,,,
818,27.266667,0.473015,-0.003261,0.042435,,,,,,,,,,,,,,
819,27.3,0.47311,-0.003206,0.042956,,,,,,,,,,,,,,
820,27.333333,0.473332,-0.003013,0.04369,,,,,,,,,,,,,,
821,27.366667,0.473577,-0.002906,0.044237,,,,,,,,,,,,,,
822,27.4,0.473733,-0.00274,0.044672,,,,,,,,,,,,,,
823,27.433333,0.473848,-0.002713,0.044766,,,,,,,,,,,,,,
824,27.466667,0.473946,-0.002638,0.045132,,,,,,,,,,,,,,
825,27.5,0.474,-0.002639,0.045285,,,,,,,,,,,,,,
826,27.533333,0.473988,-0.002612,0.045146,,,,,,,,,,,,,,
827,27.566667,0.473972,-0.002601,0.045032,,,,,,,,,,,,,,
828,27.6,0.473953,-0.002614,0.045015,,,,,,,,,,,,,,
829,27.633333,0.473952,-0.002603,0.044966,,,,,,,,,,,,,,
830,27.666667,0.47394,-0.002619,0.044921,,,,,,,,,,,,,,
831,27.7,0.473933,-0.002627,0.044927,,,,,,,,,,,,,,
832,27.733333,0.473934,-0.002619,0.044907,,,,,,,,,,,,,,
833,27.766667,0.473928,-0.002625,0.044893,,,,,,,,,,,,,,
834,27.8,0.473924,-0.002624,0.044881,,,,,,,,,,,,,,
835,27.833333,0.47392,-0.002626,0.044838,,,,,,,,,,,,,,
836,27.866667,0.473916,-0.002615,0.044826,,,,,,,,,,,,,,
837,27.9,0.473908,-0.002631,0.044801,,,,,,,,,,,,,,
838,27.933333,0.473902,-0.002633,0.044774,,,,,,,,,,,,,,
839,27.966667,0.473895,-0.002639,0.044761,,,,,,,,,,,,,,
840,28,0.473894,-0.00264,0.044744,,,,,,,,,,,,,,
841,28.033333,0.47389,-0.002641,0.044726,,,,,,,,,,,,,,
842,28.066667,0.473885,-0.002638,0.044715,,,,,,,,,,,,,,
843,28.1,0.473883,-0.002643,0.044709,,,,,,,,,,,,,,
844,28.133333,0.473881,-0.002645,0.044698,,,,,,,,,,,,,,
845,28.166667,0.473876,-0.002647,0.044682,,,,,,,,,,,,,,
846,28.2,0.473875,-0.002649,0.044674,,,,,,,,,,,,,,
847,28.233333,0.473869,-0.002654,0.044664,,,,,,,,,,,,,,
848,28.266667,0.473867,-0.002656,0.044651,,,,,,,,,,,,,,
849,28.3,0.473866,-0.002654,0.044646,,,,,,,,,,,,,,
850,28.333333,0.473862,-0.002656,0.044636,,,,,,,,,,,,,,
851,28.366667,0.473861,-0.002658,0.044628,,,,,,,,,,,,,,
852,28.4,0.47386,-0.002653,0.044619,,,,,,,,,,,,,,
853,28.433333,0.473857,-0.002656,0.044615,,,,,,,,,,,,,,
854,28.466667,0.473855,-0.002656,0.044604,,,,,,,,,,,,,,
855,28.5,0.473846,-0.002682,0.04458,,,,,,,,,,,,,,
856,28.533333,0.473811,-0.002681,0.044462,,,,,,,,,,,,,,
857,28.566667,0.473685,-0.002769,0.044026,,,,,,,,,,,,,,
858,28.6,0.473563,-0.002852,0.043211,,,,,,,,,,,,,,
859,28.633333,0.473354,-0.003216,0.042668,,,,,,,,,,,,,,
860,28.666667,0.473354,-0.003176,0.042304,,,,,,,,,,,,,,
861,28.7,0.473315,-0.003252,0.042291,,,,,,,,,,,,,,
862,28.733333,0.473212,-0.003294,0.041905,,,,,,,,,,,,,,
863,28.766667,0.473203,-0.003318,0.041578,,,,,,,,,,,,,,
864,28.8,0.473227,-0.003317,0.041956,,,,,,,,,,,,,,
865,28.833333,0.473232,-0.00338,0.04199,,,,,,,,,,,,,,
866,28.866667,0.473257,-0.003435,0.041568,,,,,,,,,,,,,,
867,28.9,0.473263,-0.003463,0.041491,,,,,,,,,,,,,,
868,28.933333,0.473259,-0.003495,0.041726,,,,,,,,,,,,,,
869,28.966667,0.473259,-0.003478,0.041813,,,,,,,,,,,,,,
870,29,0.473261,-0.00349,0.04171,,,,,,,,,,,,,,
871,29.033333,0.47326,-0.003475,0.041673,,,,,,,,,,,,,,
872,29.066667,0.473265,-0.003467,0.041832,,,,,,,,,,,,,,
873,29.1,0.473256,-0.003439,0.042048,,,,,,,,,,,,,,
874,29.133333,0.473269,-0.003411,0.04275,,,,,,,,,,,,,,
875,29.166667,0.47301,-0.002972,0.04381,,,,,,,,,,,,,,
876,29.2,0.472756,-0.002568,0.045294,,,,,,,,,,,,,,
877,29.233333,0.472341,-0.002432,0.046903,,,,,,,,,,,,,,
878,29.266667,0.472132,-0.002447,0.047843,,,,,,,,,,,,,,
879,29.3,0.472009,-0.002217,0.047973,,,,,,,,,,,,,,
880,29.333333,0.471919,-0.002199,0.048066,,,,,,,,,,,,,,
881,29.366667,0.471618,-0.002006,0.049262,,,,,,,,,,,,,,
882,29.4,0.471592,-0.002162,0.050163,,,,,,,,,,,,,,
883,29.433333,0.471425,-0.001835,0.050096,,,,,,,,,,,,,,
884,29.466667,0.471616,-0.001922,0.049453,,,,,,,,,,,,,,
885,29.5,0.47151,-0.001793,0.04949,,,,,,,,,,,,,,
886,29.533333,0.471604,-0.00197,0.049647,,,,,,,,,,,,,,
887,29.566667,0.47156,-0.001884,0.049573,,,,,,,,,,,,,,
888,29.6,0.471564,-0.001826,0.049394,,,,,,,,,,,,,,
889,29.633333,0.471614,-0.001924,0.049457,,,,,,,,,,,,,,
890,29.666667,0.471578,-0.00186,0.049449,,,,,,,,,,,,,,
891,29.7,0.471618,-0.001883,0.049264,,,,,,,,,,,,,,
892,29.733333,0.47161,-0.001879,0.0493,,,,,,,,,,,,,,
893,29.766667,0.471613,-0.00188,0.049354,,,,,,,,,,,,,,
894,29.8,0.471636,-0.001898,0.049238,,,,,,,,,,,,,,
895,29.833333,0.471617,-0.001873,0.049202,,,,,,,,,,,,,,
896,29.866667,0.471641,-0.001911,0.049235,,,,,,,,,,,,,,
897,29.9,0.471641,-0.0019,0.049191,,,,,,,,,,,,,,
898,29.933333,0.47166,-0.00187,0.049106,,,,,,,,,,,,,,
899,29.966667,0.47166,-0.001914,0.049138,,,,,,,,,,,,,,
900,30,0.471655,-0.00191,0.049137,,,,,,,,,,,,,,
901,30.033333,0.471682,-0.001882,0.049051,,,,,,,,,,,,,,
902,30.066667,0.471684,-0.001886,0.049049,,,,,,,,,,,,,,
903,30.1,0.471685,-0.001887,0.049053,,,,,,,,,,,,,,
